-1.457507082	0.002739726
-1.330028329	0.004109589
-1.194050992	0.006164384
-1.02407932	0.010273973
-0.90509915	0.018493151
-0.777620397	0.032191781
-0.675637394	0.045890411
-0.590651558	0.059589041
-0.514164306	0.071232877
-0.454674221	0.082191781
-0.386685552	0.092465753
-0.318696884	0.100684932
-0.216713881	0.109589041
-0.114730878	0.116438356
0.004249292	0.118493151
0.097733711	0.116438356
0.225212465	0.109589041
0.335694051	0.100684932
0.40368272	0.092465753
0.471671388	0.081506849
0.539660057	0.067808219
0.607648725	0.056164384
0.675637394	0.045890411
0.769121813	0.033561644
0.888101983	0.021232877
1.032577904	0.01369863
1.185552408	0.008219178
1.423512748	0.004109589
