-1.489251271	0.009958506
-1.32530129	0.012448133
-1.181829125	0.014937759
-1.058834775	0.017427386
-0.925516548	0.021576763
-0.822915044	0.025726141
-0.761226686	0.030705394
-0.709734751	0.036514523
-0.647876453	0.044813278
-0.606453486	0.053941909
-0.575269426	0.063070539
-0.533761489	0.073858921
-0.492211066	0.085477178
-0.450660643	0.097095436
-0.409152706	0.107883817
-0.367687253	0.117842324
-0.326179315	0.128630705
-0.284798833	0.136929461
-0.243460836	0.14439834
-0.202207809	0.150207469
-0.140434481	0.156846473
-0.0480294	0.161825726
0.023770411	0.164315353
0.095442765	0.164315353
0.156621302	0.1593361
0.217672383	0.15186722
0.258288134	0.145228216
0.298861399	0.137759336
0.329238242	0.131120332
0.369769023	0.122821577
0.399975925	0.112863071
0.42011386	0.106224066
0.450405733	0.097925311
0.480697605	0.089626556
0.510862023	0.078838174
0.541153895	0.070539419
0.581514735	0.058921162
0.621960546	0.048962656
0.662576296	0.042323651
0.71338847	0.034854772
0.784763429	0.029045643
0.866462266	0.024896266
0.958442496	0.021576763
1.060661635	0.018257261
1.193639981	0.015767635
1.347096144	0.013278008
1.469878068	0.011618257
