-1.50000000	0.009128631
-1.39752595	0.010788382
-1.29505190	0.012448133
-1.18229646	0.014937759
-1.04902072	0.018257261
-0.91561752	0.02406639
-0.81284608	0.03153527
-0.74079136	0.039004149
-0.65837027	0.048962656
-0.58614561	0.059751037
-0.52424483	0.068879668
-0.47262544	0.077178423
-0.41068217	0.087136929
-0.34878139	0.09626556
-0.27672667	0.10373444
-0.20467194	0.11120332
-0.12242080	0.117842324
-0.04038208	0.12033195
0.04148670	0.119502075
0.12327050	0.117012448
0.19464546	0.11120332
0.28637078	0.102904564
0.33726793	0.097095436
0.37788368	0.090456432
0.42865336	0.082157676
0.46922663	0.074688797
0.50979990	0.067219917
0.55041565	0.060580913
0.61138176	0.051452282
0.66223642	0.044813278
0.71309107	0.038174274
0.75379179	0.033195021
0.82520924	0.028215768
0.90690808	0.02406639
0.99884582	0.019917012
1.08062963	0.017427386
1.17265234	0.014937759
1.25447864	0.013278008
1.36697917	0.010788382
1.46932576	0.009958506
