-1.5	0.004149378
-1.304794521	0.004149378
-1.119863014	0.004149378
-0.98630137	0.004149378
-0.873287671	0.00746888
-0.780821918	0.010788382
-0.719178082	0.01659751
-0.657534247	0.023236515
-0.595890411	0.03153527
-0.544520548	0.0406639
-0.503424658	0.047302905
-0.452054795	0.056431535
-0.410958904	0.063070539
-0.359589041	0.070539419
-0.308219178	0.077178423
-0.246575342	0.083817427
-0.184931507	0.08879668
-0.113013699	0.092946058
-0.051369863	0.094605809
0.010273973	0.095435685
0.071917808	0.094605809
0.123287671	0.092116183
0.195205479	0.087966805
0.246575342	0.082987552
0.308219178	0.077178423
0.359589041	0.071369295
0.400684932	0.065560166
0.431506849	0.058921162
0.493150685	0.050622407
0.534246575	0.043983402
0.565068493	0.038174274
0.626712329	0.028215768
0.678082192	0.020746888
0.729452055	0.015767635
0.79109589	0.010788382
0.883561644	0.00746888
0.996575342	0.004979253
1.109589041	0.004979253
1.315068493	0.004979253
1.5	0.004979253
