-1.398016997	0.006185567
-1.185552408	0.007560137
-1.032577904	0.008934708
-0.939093484	0.013058419
-0.854107649	0.019243986
-0.803116147	0.027491409
-0.743626062	0.037800687
-0.701133144	0.04742268
-0.66713881	0.056357388
-0.633144476	0.067353952
-0.590651558	0.078350515
-0.556657224	0.088659794
-0.52266289	0.097594502
-0.471671388	0.110652921
-0.42917847	0.12233677
-0.378186969	0.134707904
-0.327195467	0.146391753
-0.28470255	0.15395189
-0.182719547	0.160137457
-0.080736544	0.164948454
0.004249292	0.16838488
0.080736544	0.170446735
0.157223796	0.165635739
0.242209632	0.154639175
0.28470255	0.147079038
0.327195467	0.13814433
0.369688385	0.128522337
0.40368272	0.119587629
0.42917847	0.110652921
0.463172805	0.099656357
0.497167139	0.087972509
0.531161473	0.079037801
0.565155807	0.065979381
0.599150142	0.057044674
0.641643059	0.04604811
0.701133144	0.035738832
0.777620397	0.026804124
0.862606232	0.019931271
0.990084986	0.01443299
1.109065156	0.010996564
1.253541076	0.009621993
1.406515581	0.008247423
