-1.3125	0.004066781
-1.133522727	0.004025918
-0.988636364	0.003992839
-0.84375	0.009439212
-0.741477273	0.019004903
-0.673295455	0.027208515
-0.613636364	0.036099004
-0.5625	0.043621575
-0.519886364	0.051831024
-0.477272727	0.05867061
-0.417613636	0.068246031
-0.349431818	0.077134573
-0.272727273	0.085336239
-0.1875	0.090796233
-0.076704545	0.094195595
0.051136364	0.09553627
0.144886364	0.095514866
0.221590909	0.090017902
0.315340909	0.082462251
0.366477273	0.075601261
0.426136364	0.065313667
0.477272727	0.056397883
0.536931818	0.046795221
0.605113636	0.033765956
0.639204545	0.026223926
0.724431818	0.017300358
0.809659091	0.009746653
0.920454545	0.004926837
1.090909091	0.003518057
1.338068182	0.003461628
